Appt,Name,Charity,Registered Number,Date
A369,T4066250498899368564,Milltown Community Care Association,20026219,2000-11-01
A370,T4066250498899368564,Milltown Housing Association Limited,20038397,2002-06-20
A371,T6202473195817883935,Cara House Family Resource Centre Ltd,20075651,2010-01-14
A372,T1408108618555827425,Leenane Development Association Limited,20083946,2013-09-26
A373,T5641504426724410339,Irish Seed Saver's Association Ltd,20045029,2018-08-08
A374,T8214813633736876478,Leitrim Animal Welfare,20045357,2003-04-04
A375,T4634325067399135292,Clonmel Community Parent Support Programme,20045227,2012-06-13
A376,T8445106216895764426,Cappatagle Central Sch,20122522,2015-12-10
A377,T4059880769523119108,Global Action Plan CLG,20053338,2018-10-22
A378,T883662320117658527,Cloonbonnif N S,20133252,2015-12-01
A379,T7767689551060754294,Irish School Of Ecumenics,20009359,2015-05-19
A380,T7436491338213158222,Lebanon Trust (Ireland) Helping Children,20074449,2010-03-10
A381,T7454097740705219935,Glendalough and District Development Association,20039318,1998-01-13
A382,T9127061689716635968,ABACAS Kilbarrack School Parents Group,20048037,2011-10-18
A383,T6576924319254533776,Clonmult Community Co-Op Society Limited,20023508,2011-11-11
A384,T4092301816365165162,Ennis Book Club Festival CLG,20153748,2017-11-16
A385,T3304831177994966054,Ballintrillick Environmental Group Company Limited by Guarantee,20035112,2013-11-30
A386,T687200174328062093,Cloonfour N S,20133337,2017-10-26
A387,T1768165685604490955,Rosary College,20145811,2016-10-24
A388,T5832526833907157494,Oaklee Housing,20044589,2018-12-11
A389,T9473006041159943,Sn Mhic Dara,20122614,2015-11-26
A390,T6382878434005190752,Sn Na Leanai,20136642,2016-09-03
A391,T2316970928003370399,Irish Rule of Law International,20073541,2011-06-07
A392,T533456992453356892,Cara Cancer Support Centre,20083588,2017-12-20
A393,T3299174531617156469,Ballybunion Community Centre Limited,20021320,2016-11-13
A394,T6662896462845726622,Caragh N S,20124816,2015-12-10
A395,T5192030448630692149,Caragh N S,20124816,2015-12-10
A396,T448665663089679437,Capacitar Ireland Limited,20059811,2015-02-14
A397,T6778351108323547609,Glenmaquin No 2 N S,20114794,2015-12-02
A398,T5004820791730940939,Irish Red Cross Society,20005184,2014-05-24
A399,T4775446498889387639,Irish Second-Level Students' Union CLG,20141868,2012-04-13
A400,T4533790140885818868,Damer And Fortick Charity,20003074,2009-06-19
A401,T4533790140885818868,Damer & Fortick Residential Services Limited,20072728,2009-06-19
A402,T6027169279223641201,Saint Wolstans Community School,20013882,2019-11-21
A403,T6597322314997030659,Carbery Housing Association Company Limited by Guarantee,20048174,2017-04-18
A404,T6423767523297244761,Sn Seamus Naofa,20122577,2015-12-01
A405,T3518454974660511347,Sn Na Croise Naofa,20115982,1985-10-27
A406,T6453352669729521655,Offaly Society For The Prevention Of Cruelty To Animals Limited,20033828,2007-06-01
A407,T2524763851035472149,Sn Na Croise Naofa,20115982,2015-11-26
A408,T3902813563400550038,Irish Road Victims' Association,20100070,2018-03-18
A409,T6479038899977337124,Irish Progressive Association for Autism Limited,20066444,2018-05-25
A410,T2061124783721556579,Canteen Ireland,20032180,2015-09-12
A411,T1272331325481204635,Ballybeg Community Development Project Company Limited by Guarantee,20031992,2017-11-29
A412,T7777498236537131328,Ballinode Catering and Services Limited,20039523,2016-06-20
A413,T3405926061638157074,Canteen Ireland,20032180,2015-09-15
A414,T5375363519343160858,Irish Red Cross Society,20005184,2015-06-13
A415,T3205973921521777942,Misean Cara,20055325,2016-11-03
A416,T3313056052658371419,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2016-09-15
A417,T7839523000234140022,1st Edenderry B.P. Scouts,20164034,2008-03-05
A418,T5768331628265619811,Sn N Sailbheastar Nfa,20118969,2007-12-01
A419,T8769442886213069867,A LUST FOR LIFE,20157913,2017-03-22
A420,T1727527940744611493,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2013-11-22
A421,T3452054312783670971,Ballintubber N S (Mayo),20129330,2016-10-01
A422,T3452054312783670971,Ballintubber Resource Centre Limited,20054830,2002-12-19
A423,T243972210974091414,Roscommon Home Services Co-operative Ltd,20056827,2012-07-31
A424,T5974975551338337446,Ronanstown Women's Community Development Project Limited,20075576,2014-11-27
A425,T8807278377175115320,C.H.A.F. Limited,20076467,2019-01-01
A426,T8453636273434013008,Leave No Trace (Ireland),20082178,2014-03-20
A427,T1548181674113808945,22Q11 Ireland Support Group Limited,20066109,2015-10-01
A428,T5256385013306100860,Saint Patrick's National School - Crossmolina.,20018306,2015-12-07
A429,T376290482744457326,St. Joseph's Girls National School,20112073,2015-12-07
A430,T9165398480964801481,Legion Of Mary-Limerick,20020910,2015-10-01
A431,T8873999393502417463,Irish Skin Foundation,20078706,2011-01-17
A432,T353184591793746187,Sn N Sailbheastar Nfa,20118969,2015-12-01
A433,T7122868109304005798,Ennis Book Club Festival CLG,20153748,2016-09-01
A434,T4560303792770930015,Dalkey Irish Heritage Town Company Limited,20026363,2014-06-14
A435,T5063955710473447745,St. Joseph's Foundation,20016104,2009-10-19
A436,T7588319316351334253,Ballinrobe Community School,20149314,2016-08-31
A437,T112513488508356609,Glencorrib N S,20130350,2015-12-01
A438,T9118764690789517215,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
A439,T671164608249293636,Irish Primary Principals' Network Limited,20063634,2014-11-13
A440,T8977191020303620058,Clonmel Voluntary Housing Association Limited,20023812,2016-12-01
A441,T6657562686450148997,C.H.A.F. Limited,20076467,2006-12-12
A442,T2558677836052458862,Cloonacool N S,20134105,2015-12-01
A443,T5461864435025490402,Cappoquin Red Bridge Company Limited,20076603,2011-02-03
A444,T7018020889402130695,Abbeydorney Development Company CLG,20150129,2004-01-28
A445,T2490489641161682213,Ballyadams N S,20126063,2015-12-14
A446,T156495970961376911,Oakdene House Ltd,20024536,1995-01-31
A447,T3661387540911982864,Miltown Malbay Development Company Limited By Guarantee,20159382,2017-04-11
A448,T8339146417105565476,Enniscorthy Swimming Pool Complex.,20016432,1986-10-14
A449,T3073139902847906244,Sn Naomh Samhthann,20115395,2016-02-03
A450,T7208914151263909066,Clonmore Community Centre Ltd,20076276,2010-06-14
A451,T8528582610736641868,Clonmany Agricultural Sheepdog Association Limited,20054151,1999-08-06
A452,T5959113566384950205,Abbeydorney Development Company CLG,20150129,2004-01-28
A453,T1045352195124133071,Daisyhouse Housing Association Ltd,20024185,2019-03-04
A454,T4055267922506431862,Clonmany Enterprise Development Limited,20032135,2004-04-01
A455,T2312916313507889341,Clonmany Enterprise Development Limited,20032135,1999-03-19
A456,T3026878331815081725,Glencree Centre for Peace and Reconciliation,20009823,2017-09-15
A457,T1362347668899190468,St. Joseph's Girls National School,20112073,2016-09-26
A458,T4137582520241873877,Offaly Heritage Centre Limited,20025953,1992-06-08
A459,T3204825662664948846,Sn Paroiste Maitiu Nfa,20117139,2015-11-19
A460,T2943135205375051444,Oatlands College,20144999,2018-10-01
A461,T5234649662417848372,Irish Red Cross Society,20005184,2014-06-24
A462,T5234649662417848372,Clonmel Youth Training Enterprises Ltd,20037017,2016-08-08
A463,T6522972301150555225,Dalkey Irish Heritage Town Company Limited,20026363,1999-04-19
A464,T873843176810800378,Saint Paul's Area Development Enterprise CLG,20021788,2002-03-01
A465,T9035739181395896666,Irish Rule of Law International,20073541,2009-11-06
A466,T7938990596813425667,Ronald McDonald House Charities (IRL),20037000,2005-10-14
A467,T7018029242817467837,Abbey Presbyterian Church,20000608,1979-02-18
A468,T3040597164408421717,C.b.s. Secondary School,20146184,2014-11-13
A469,T1877106132488434200,Sn Seamus Naofa,20122577,2015-12-01
A470,T4883341159350356591,Saint Patrick's National School-Drogheda,20023232,2015-12-10
A471,T6104722734471012680,Ballinteer Community School,20148836,2014-08-01
A472,T7510512164467212544,Abbeydorney/Kilflynn Family Resource Centre Limited,20074968,2008-03-05
A473,T5309331528040503426,Glenbeg N S,20136598,2013-09-01
A474,T5306269062896661921,Irish Quaker Faith in Action,20019822,2019-03-02
A475,T533089061921795788,Milltownpass N S,20137168,2016-12-01
A476,T4419962745279265744,Cardiac Risk in the Young in Ireland Limited,20047511,2012-09-01
A477,T2434127701602336524,Saint Peters Parish Almshouse Charity-Dublin,20022976,2018-04-30
A478,T2366005786181995082,2nd Ray Presbyterian Church- Manorcunningham.,20000561,2014-04-13
A479,T5278221260553337582,Mission to Seafarers Ireland,20002299,2008-10-22
A480,T640554255112111865,Clontibret N S,20132033,2015-11-30
A481,T997418063572212710,Enable Ireland Disability Services,20006617,2017-02-02
A482,T997418063572212710,TU Dublin Foundation,20045807,2004-10-04
A483,T8575066370227880710,Irish School Of Ecumenics,20009359,2015-05-19
A484,T5052000550074025282,2nd Ray Presbyterian Church- Manorcunningham.,20000561,1981-05-24
A485,T4619915846472403818,Irish Quaker Faith in Action,20019822,2019-03-02
A486,T5324280023079134249,Dalkey Irish Heritage Town Company Limited,20026363,2018-06-26
A487,T8229651863941603812,Energy Action Limited,20024109,1991-08-21
A488,T5256575217126716359,Glengad Community Association Limited,20039509,2000-02-17
A489,T895650853627966747,Saint Paul's Area Development Enterprise CLG,20021788,2015-03-25
A490,T4348578484604976995,Glencrow Hall,20084042,2015-03-15
A491,T6384162810225621407,Roscommon Heritage Group,20165697,2017-03-01
A492,T8842855230408557596,Glenbeg N S,20136598,2015-12-01
A493,T3446524432577288068,Clonmacnois Faith Heritage Trust,20077570,2011-05-12
A494,T2310540775585546005,St. Johns Senior National School,20138738,2015-09-01
A495,T6745422585304478721,Glencree Centre for Peace and Reconciliation,20009823,2017-09-15
A496,T6117949988611653101,Ballinteer Community School,20148836,2008-09-01
A497,T8591208908842128308,Roscommon Safe Link Limited,20077518,2011-06-13
A498,T4144190173000854066,Damer And Fortick Charity,20003074,2009-06-19
A499,T4144190173000854066,Damer & Fortick Residential Services Limited,20072728,2009-06-19
A500,T1796596693580697126,Irish Primary Principals' Network Limited,20063634,2016-03-01
A501,T3419589928689014750,Carbery Housing Association Company Limited by Guarantee,20048174,2015-07-24
A502,T1294991900908869403,Dalkey School Project Trust,20010386,1979-08-14
A503,T6938162872459375059,Saint Wolstans Community School,20013882,2017-08-01
A504,T5521885298066315231,Ballinskelligs Inshore Rescue Ltd.,20063405,2006-08-04
A505,T6839456119284064113,Sn Nicolais Naofa,20139117,2016-01-26
A506,T2492863097337533873,Empowerment Plus Limited,20074043,2015-05-25
A507,T1345713381437203120,Milltown Childcare Centre Company Limited by Guarantee,20029883,2012-10-17
A508,T3067976865206303043,Glenbeg N S,20136598,2015-09-01
A509,T6464830771864060603,Glenmaquin No 2 N S,20114794,2004-09-01
A510,T7966690886314489833,Saint Paul's Area Development Enterprise CLG,20021788,2017-04-12
A511,T7588862764809828028,Sn Mhuire (Ballyhogue),20138400,2016-09-01
A512,T581712705409324026,Leitrim Animal Welfare,20045357,2003-04-04
A513,T4110115230079394218,St. Johns Senior National School,20138738,2015-09-01
A514,T5738546978837355590,Engineers Without Borders Ireland CLG,20158101,2013-12-10
A515,T580585562348467548,C.b.s. Thurles,20148409,2017-11-15
A516,T3652484645127978146,Clooncagh N S,20133627,2015-11-01
A517,T6104839677222061465,Milltown St Patricks Day Parade Group,20156794,2016-02-16
A518,T8528904349503747649,Cloone/ Aughavas Community Childcare Limited,20045999,2015-09-21
A519,T9016735346286917658,Legal Aid Board,20012489,2016-11-08
A520,T7702977025831998164,Ballybeg Community Development Project Company Limited by Guarantee,20031992,2013-03-20
A521,T4858215201720899839,Sn Nicolais Naofa,20139117,2016-01-26
A522,T3343092884195585450,A-Z Children Limited,20053406,2015-03-23
A523,T4185394696185317275,Cardiac Risk in the Young in Ireland Limited,20047511,2014-09-01
A524,T8257951901577026215,Cloonacool N S,20134105,2015-12-01
A525,T5036473439882346488,Milltown St Patricks Day Parade Group,20156794,2016-02-16
A526,T1130883320588598348,Cara Junior School,20139599,2016-09-01
A527,T268692011137133427,Sn Mhuire (Ballyhooly),20114213,2015-12-01
A528,T7018582463939186240,Oaklee Housing,20044589,2018-12-11
A529,T3087413987925603388,Miscarriage Association Of Ireland,20024420,2011-09-15
A530,T9204820137796541884,Sn Naomh Proinnsias,20130312,2015-12-01
A531,T1793823377151760734,Leinster Printmaking Studio Limited,20037499,2009-02-01
A532,T1137607059225478951,Clontubrid Mixed N S,20125356,2015-12-01
A533,T7375381049472099354,Daisyhouse Housing Association Ltd,20024185,2012-02-13
A534,T7375381049472099354,Cardiac Risk in the Young in Ireland Limited,20047511,2010-03-01
A535,T5816506974508140078,Glengurt N S,20127251,2015-12-01
A536,T4267613500735406017,Clonmel And District Wheelchair Society,20023805,2017-02-14
A537,T1671487962324023365,Saint Patrick's College,20000066,2014-09-30
A538,T6947266073111040916,Glendalough and District Development Association,20039318,1998-01-13
A539,T5633620915169883091,Irish Racehorse Trainers Benevolent Fund Assoc.,20031428,2005-01-01
A540,T7782675295547110598,Sn Mhuire (Ballyhooly),20114213,2015-12-01
A541,T175201059905738169,OBAIR Community Support DAC,20107901,2002-11-04
A542,T5796295210407478658,Cappoquin Community Development Company Ltd.,20028121,1993-05-01
A543,T5796295210407478658,Ballintleva N S,20133979,2015-11-19
A544,T2562692953708234140,Abbeydorney Development Company CLG,20150129,2004-01-28
A545,T2796524506207263249,Sn N Sailbheastar Nfa,20118969,2007-12-01
A546,T1965640169062005365,Cappatagle Central Sch,20122522,2011-01-12
A547,T1577651165234390889,Offaly School Of Special Education,20140588,2000-07-01
A548,T5114943441247084030,Clonmore Community Centre Ltd,20076276,2010-06-14
A549,T1339439942901028306,Abbeydorney/Kilflynn Family Resource Centre Limited,20074968,2008-03-05
A550,T9087981638424362480,Irish Primary Principals' Network Limited,20063634,2016-01-04
A551,T8068579787640452057,ABACAS Kilbarrack School Parents Group,20048037,2014-09-01
A552,T8185485219095306643,Sn Na Croise Naofa,20115982,2015-11-26
A553,T5817429696360069299,Enniskerry Select Vestry,20005917,2015-04-14
A554,T4375744175858150820,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2014-09-27
A555,T1679160407629032562,Enniscrone N S,20134198,2015-12-07
A556,T3500072436746971686,Sn N Breandain,20122263,2015-11-01
A557,T7775516455352104860,Missing in Ireland Support Service Limited,20057879,2016-01-16
A558,T4355010123692149668,Saint Philips Church - Milltown.,20003104,2019-05-07
A559,T4804155756387353219,Missing in Ireland Support Service Limited,20057879,2016-01-16
A560,T3102369075055067002,Abbeydorney Development Company CLG,20150129,2004-01-28
A561,T1685001965047989886,Damer And Fortick Charity,20003074,2009-06-19
A562,T1685001965047989886,Damer & Fortick Residential Services Limited,20072728,2009-06-19
A563,T3016567751764711417,Irish Society for Autism,20008529,1995-03-24
A564,T8021739942111937123,Rosary College,20145811,2016-10-24
A565,T2041808642675957177,Carbery Housing Association Company Limited by Guarantee,20048174,2001-09-25
A566,T8572834442347866051,Sn N Breandain,20122263,2015-11-01
A567,T7985565967227958445,Sn Seamus Naofa,20122577,2015-12-01
A568,T9222285546604059261,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
A569,T4281061270957350938,Leargas - The Exchange Bureau.,20020330,2011-01-26
A570,T8229470041580801611,Enactus Ireland,20080075,2015-11-18
A571,T437670399320679976,C.D.A. Trust,20047597,2015-12-07
A572,T1613529757354090046,Glencar Community Resource Trust Ltd,20041663,2000-01-20
A573,T1979646015844220003,Enactus Ireland,20080075,2014-10-08
A574,T5275423420332141164,Oaklee Housing,20044589,2010-10-30
A575,T1403548152569734688,2nd Ray Presbyterian Church- Manorcunningham.,20000561,2014-04-13
A576,T7535560886668034997,Irish Second-Level Students' Union CLG,20141868,2012-04-13
A577,T4172782939392424529,Enable Ireland Disability Services,20006617,2017-10-26
A578,T1551700189829737083,Ronald McDonald House Charities (IRL),20037000,2017-06-20
A579,T7919679065454651205,Saint Patrick's College,20000066,2004-06-15
